netst,stlo,stla,timerange,fband,fmin,fmax,fwcen,intb,intQ,mean_free,scaling_amp,tbeg,tend,noiselevel,madratio,data_path,Q-1,fmid,vs30
CI.LFP,-118.488052,34.30529,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.01,471.239,0.2,0.115993,6.0,15.0,0.00243544,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.0021220654487425702,0.75,547.4803
CI.LFP,-118.488052,34.30529,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.11,85.68,0.2,0.148938,3.0,19.0,0.00017895,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.011671335200746964,1.5,547.4803
CI.LFP,-118.488052,34.30529,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.35,53.856,0.2,2.288401,1.0,22.0,1.179e-05,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.018568033273915627,3.0,547.4803
CI.LGB,-118.149178,33.9753,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.01,471.239,0.2,1.604169,6.0,27.0,0.01132683,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.0021220654487425702,0.75,351.9163
CI.LGB,-118.149178,33.9753,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.15,62.832,0.2,0.127004,3.0,11.0,0.00038863,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.01591545709192768,1.5,351.9163
CI.LGB,-118.149178,33.9753,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.18,104.72,0.2,0.580737,1.0,16.0,0.00039573,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.009549274255156608,3.0,351.9163
CI.LJR,-118.867752,34.807621,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.26,18.125,0.2,16.002041,6.0,16.0,0.00484945,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.05517241379310345,0.75,478.1982
CI.LJR,-118.867752,34.807621,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.22,42.84,0.2,3.75865,3.0,24.0,0.00026103,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.023342670401493928,1.5,478.1982
CI.LJR,-118.867752,34.807621,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.49,38.468,0.2,4.799955,1.0,20.0,1.176e-05,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.025995632733700737,3.0,478.1982
CI.LKH,-116.758759,33.235981,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.06,78.54,0.2,1.233257,6.0,21.0,0.00381437,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.012732365673542143,0.75,705.337
CI.LKH,-116.758759,33.235981,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.04,235.619,0.2,0.095531,3.0,10.0,0.00075425,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.00424413990382779,1.5,705.337
CI.LKH,-116.758759,33.235981,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.57,33.069,0.2,1.643482,1.0,12.0,0.00011098,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.030239801626901326,3.0,705.337
CI.LLS,-117.943039,33.684471,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.27,17.453,0.2,1.908754,6.0,12.0,0.00087439,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.0572967398155045,0.75,240.4595
CI.LLS,-117.943039,33.684471,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.18,52.36,0.2,1.217329,3.0,20.0,0.00023762,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.019098548510313215,1.5,240.4595
CI.LLS,-117.943039,33.684471,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.47,40.105,0.2,1.594097,1.0,10.0,0.00043622,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.024934546814611647,3.0,240.4595
CI.LMH,-117.39135,33.744179,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.21,22.44,0.2,1.57193,6.0,10.0,0.00557354,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.044563279857397504,0.75,598.1035
CI.LMH,-117.39135,33.744179,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.04,235.619,0.2,0.199672,3.0,14.0,0.00143626,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.00424413990382779,1.5,598.1035
CI.LMH,-117.39135,33.744179,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.5,37.699,0.2,4.405758,1.0,12.0,0.00029978,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.026525902543834055,3.0,598.1035
CI.LMY,-119.103912,34.733166,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.07,67.32,0.2,7.343645,6.0,31.0,0.00674238,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.014854426619132503,0.75,279.8155
CI.LMY,-119.103912,34.733166,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.08,117.81,0.2,0.272168,3.0,13.0,0.00167267,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.008488243782361429,1.5,279.8155
CI.LMY,-119.103912,34.733166,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.87,21.666,0.2,1.126548,1.0,7.0,0.00012573,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.046155266315886644,3.0,279.8155
CI.LOC,-120.446899,34.690735,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.01,471.239,0.2,5.954292,6.0,13.0,0.15392792,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.0021220654487425702,0.75,298.2437
CI.LOC,-120.446899,34.690735,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.01,942.478,0.2,0.3901,3.0,8.0,0.00996679,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.0010610327243712851,1.5,298.2437
CI.LOC,-120.446899,34.690735,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.5,37.699,0.2,2.398736,1.0,11.0,0.0004345,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.026525902543834055,3.0,298.2437
CI.LPC,-117.546417,34.314781,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.11,42.84,0.2,2.298749,6.0,12.0,0.0110066,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.023342670401493928,0.75,505.3947
CI.LPC,-117.546417,34.314781,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.18,52.36,0.2,1.988102,3.0,12.0,0.00615037,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.019098548510313215,1.5,505.3947
CI.LPC,-117.546417,34.314781,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.17,110.88,0.2,1.304034,1.0,7.0,0.01370888,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.00901875901875902,3.0,505.3947
CI.LRR2,-118.029984,34.527061,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.07,67.32,0.2,2.559839,6.0,28.0,0.00448928,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.014854426619132503,0.75,513.2831
CI.LRR2,-118.029984,34.527061,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.24,39.27,0.2,1.372506,3.0,18.0,0.00023238,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.025464731347084286,1.5,513.2831
CI.LRR2,-118.029984,34.527061,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.08,235.619,0.2,0.940926,1.0,24.0,0.00166346,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.00424413990382779,3.0,513.2831
CI.LTP,-118.175682,33.8811,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.01,471.239,0.2,4.121585,6.0,22.0,0.03295478,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.0021220654487425702,0.75,244.3836
CI.LTP,-118.175682,33.8811,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.07,134.64,0.2,0.970818,3.0,29.0,0.00102931,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.007427213309566251,1.5,244.3836
CI.LTP,-118.175682,33.8811,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.49,38.468,0.2,3.872311,1.0,17.0,2.244e-05,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.025995632733700737,3.0,244.3836
CI.LUC2,-116.964233,34.456379,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.07,67.32,0.2,3.966917,6.0,23.0,0.00730929,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.014854426619132503,0.75,329.195
CI.LUC2,-116.964233,34.456379,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.13,72.498,0.2,1.079937,3.0,24.0,0.00045925,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.013793483958178155,1.5,329.195
CI.LUC2,-116.964233,34.456379,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.34,55.44,0.2,4.018287,1.0,18.0,0.00030063,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.01803751803751804,3.0,329.195
CI.LUG,-117.366829,34.365601,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.1,47.124,0.2,3.408903,6.0,12.0,0.02266368,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.021220609455903573,0.75,365.5526
CI.LUG,-117.366829,34.365601,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.19,49.604,0.2,1.51041,3.0,20.0,0.00045627,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.020159664543182,1.5,365.5526
CI.LUG,-117.366829,34.365601,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.44,42.84,0.2,3.622246,1.0,15.0,0.00016772,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.023342670401493928,3.0,365.5526
CI.LUS,-117.163048,33.013748,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.24,19.635,0.2,1.643951,6.0,11.0,0.00295286,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.05092946269416857,0.75,533.324
CI.LUS,-117.163048,33.013748,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.05,188.496,0.2,1.210606,3.0,21.0,0.00619685,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.005305152363975893,1.5,533.324
CI.LUS,-117.163048,33.013748,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.15,125.664,0.2,3.095798,1.0,29.0,0.00035472,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.00795772854596384,3.0,533.324
CI.LVO,-119.883873,34.555798,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.08,58.905,0.2,4.27962,6.0,18.0,0.01047628,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.016976487564722857,0.75,540.1453
CI.LVO,-119.883873,34.555798,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.13,72.498,0.2,0.81633,3.0,12.0,0.00427421,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.013793483958178155,1.5,540.1453
CI.LVO,-119.883873,34.555798,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.04,471.239,0.2,0.999154,1.0,24.0,0.00385884,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.0021220654487425702,3.0,540.1453
CI.LVY,-119.156357,34.17408,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.15,31.416,0.2,6.00212,6.0,11.0,0.0209561,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.03183091418385536,0.75,239.4485
CI.LVY,-119.156357,34.17408,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.13,72.498,0.2,0.774712,3.0,8.0,0.00886031,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.013793483958178155,1.5,239.4485
CI.LVY,-119.156357,34.17408,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.25,75.398,0.2,0.42317,1.0,8.0,0.00181458,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.013262951271917027,3.0,239.4485
CI.MCT,-116.040733,34.226452,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.21,22.44,0.2,0.965285,6.0,12.0,0.00172377,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.044563279857397504,0.75,1232.5798
CI.MCT,-116.040733,34.226452,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.42,22.44,0.2,0.132516,3.0,6.0,0.00061236,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.044563279857397504,1.5,1232.5798
CI.MCT,-116.040733,34.226452,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,1.59,11.855,0.2,12.806921,1.0,5.0,0.00082962,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.08435259384226064,3.0,1232.5798
CI.MGE,-116.368736,33.818409,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.01,471.239,0.2,1.75077,6.0,11.0,0.02589474,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.0021220654487425702,0.75,226.061
CI.MGE,-116.368736,33.818409,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.41,22.987,0.2,3.643664,3.0,12.0,0.00125687,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.043502849436638104,1.5,226.061
CI.MGE,-116.368736,33.818409,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.27,69.813,0.2,1.52934,1.0,20.0,0.00015917,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.014323979774540557,3.0,226.061
CI.MLAC,-118.836052,37.630192,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.13,36.249,0.2,5.607956,6.0,17.0,0.01248798,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.02758696791635631,0.75,614.3361
CI.MLAC,-118.836052,37.630192,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.07,134.64,0.2,0.442514,3.0,28.0,0.00046715,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.007427213309566251,1.5,614.3361
CI.MLAC,-118.836052,37.630192,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.41,45.975,0.2,1.45654,1.0,15.0,6.541e-05,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.02175095160413268,3.0,614.3361
CI.MLS,-117.561623,34.004601,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.53,8.891,0.2,1.148584,6.0,10.0,0.00019846,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.11247328759419638,0.75,356.3241
CI.MLS,-117.561623,34.004601,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.13,72.498,0.2,1.114346,3.0,27.0,0.00024018,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.013793483958178155,1.5,356.3241
CI.MLS,-117.561623,34.004601,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.27,69.813,0.2,2.829104,1.0,11.0,0.00602403,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.014323979774540557,3.0,356.3241
CI.MOP,-118.904694,34.28096,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.26,18.125,0.2,1.974591,6.0,11.0,0.00313505,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.05517241379310345,0.75,267.7883
CI.MOP,-118.904694,34.28096,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.05,188.496,0.2,0.297355,3.0,28.0,0.00048178,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.005305152363975893,1.5,267.7883
CI.MOP,-118.904694,34.28096,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.13,144.997,0.2,0.490173,1.0,25.0,0.00010584,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.006896694414367193,3.0,267.7883
CI.MOR,-117.139931,33.50388,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.01,471.239,0.2,4.057422,6.0,22.0,0.02637178,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.0021220654487425702,0.75,579.7398
CI.MOR,-117.139931,33.50388,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.07,134.64,0.2,6.31839,3.0,24.0,0.01405459,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.007427213309566251,1.5,579.7398
CI.MOR,-117.139931,33.50388,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.09,209.44,0.2,1.19204,1.0,29.0,0.00041592,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.004774637127578304,3.0,579.7398
CI.MPI,-119.145302,34.81258,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.13,36.249,0.2,2.950966,6.0,21.0,0.00360896,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.02758696791635631,0.75,785.0
CI.MPI,-119.145302,34.81258,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.01,942.478,0.2,0.111147,3.0,7.0,0.00269595,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.0010610327243712851,1.5,785.0
CI.MPI,-119.145302,34.81258,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.61,30.901,0.2,0.385308,1.0,5.0,0.00137087,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.03236141225203068,3.0,785.0
CI.MPP,-119.813622,34.888481,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.16,29.452,0.2,4.127319,6.0,14.0,0.00741772,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.03395355154149124,0.75,528.0
CI.MPP,-119.813622,34.888481,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.07,134.64,0.2,0.242436,3.0,10.0,0.00209172,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.007427213309566251,1.5,528.0
CI.MPP,-119.813622,34.888481,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.05,376.991,0.2,1.283562,1.0,18.0,0.00383592,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.0026525832181670123,3.0,528.0
CI.MSC,-116.647949,34.038521,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.1,47.124,0.2,1.378578,6.0,18.0,0.0022903,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.021220609455903573,0.75,651.0
CI.MSC,-116.647949,34.038521,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.14,67.32,0.2,1.352994,3.0,20.0,0.00149459,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.014854426619132503,1.5,651.0
CI.MSC,-116.647949,34.038521,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.21,89.76,0.2,1.075688,1.0,19.0,0.00036449,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.011140819964349376,3.0,651.0
CI.MSJ,-116.967888,33.80801,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.01,471.239,0.2,1.107833,6.0,14.0,0.02074095,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.0021220654487425702,0.75,224.7632
CI.MSJ,-116.967888,33.80801,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.05,188.496,0.2,2.098851,3.0,27.0,0.00381961,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.005305152363975893,1.5,224.7632
CI.MSJ,-116.967888,33.80801,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.17,110.88,0.2,0.719183,1.0,20.0,0.00015817,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.00901875901875902,3.0,224.7632
CI.NBS,-116.557983,34.78035,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.14,33.66,0.2,0.663208,6.0,15.0,0.00156137,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.029708853238265005,0.75,553.2501
CI.NBS,-116.557983,34.78035,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.17,55.44,0.2,0.795951,3.0,24.0,0.00016803,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.01803751803751804,1.5,553.2501
CI.NBS,-116.557983,34.78035,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.23,81.955,0.2,1.97018,1.0,21.0,0.00012806,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.012201818070892564,3.0,553.2501
CI.NCH,-119.67395,34.942699,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.11,42.84,0.2,16.603864,6.0,18.0,0.05167842,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.023342670401493928,0.75,392.9313
CI.NCH,-119.67395,34.942699,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.01,942.478,0.2,0.099672,3.0,8.0,0.00270202,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.0010610327243712851,1.5,392.9313
