netst,stlo,stla,geometry,index_right,STATE,ORIG_LABEL,SGMC_LABEL,UNIT_LINK,UNIT_NAME,AGE_MIN,AGE_MAX,MAJOR1,MAJOR2,MAJOR3,MINOR1,MINOR2,MINOR3,MINOR4,MINOR5,INCIDENTAL,INDETERMIN,REF_ID,REFERENCE,GENERALIZE,DIGITAL_UR,NGMDB1,NGMDB2,NGMDB3,RuleID,FIPS_C
UW.SNI2,-119.655151,46.464802,POINT (-119.655151 46.464802),1225.0,WA,Mv,MIv;0,WAMIv;0,Miocene volcanic rocks,Phanerozoic - Cenozoic - Tertiary-Neogene - Early-Pliocene,Phanerozoic - Cenozoic - Tertiary-Paleogene - Late-Oligocene - Chattian,Basalt,,,,,,,,"Sandstone, Siltstone, Andesite, Dacite, Rhyolite, Conglomerate",,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Igneous, volcanic",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,2.0,53
UW.SP2,-122.249229,47.55629,POINT (-122.249229 47.55629),1633.0,WA,OL,OG;0,WAOG;0,Oligocene marine rocks,Phanerozoic - Cenozoic - Tertiary-Neogene - Early-Miocene,Phanerozoic - Cenozoic - Tertiary-Paleogene - Middle-Eocene,Sandstone,Siltstone,,,,,,,"Conglomerate, Volcanic, Mudstone",,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Sedimentary, clastic",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,23.0,53
UW.SSO2,-122.483437,44.841179,POINT (-122.483437 44.841179),11919.0,OR,Tbaa,Tbaa;0,ORTbaa;0,Basaltic and andesitic rocks,Phanerozoic - Cenozoic - Tertiary-Neogene - Late-Miocene - Tortonian,Phanerozoic - Cenozoic - Tertiary-Neogene - Early-Miocene - Burdigalian,Basalt,Andesite,Basaltic-andesite,,,,,,Dacite,,OR392,"Miller, R.J., Raines, G.L., and Connors, K.A., 2002, Spatial digital database for the geologic map of Oregon: Geology compiled by G.W. Walker and N.S. MacLeod, USGS Open-File Report 03-67, scale 1:500,000.","Igneous, volcanic",https://pubs.usgs.gov/of/2003/of03-067/,https://ngmdb.usgs.gov/Prodesc/proddesc_16259.htm,,,2.0,41
UW.STOR,-121.9888,47.188099,POINT (-121.9888 47.188099),4033.0,WA,Qs,Qs;0,WAQs;0,Landslide and mudflow deposits,Phanerozoic - Cenozoic - Quaternary - Holocene,Phanerozoic - Cenozoic - Quaternary - Holocene,Sand,Clay,Silt,,,,,,Gravel,,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Unconsolidated, undifferentiated",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,29.0,53
UW.TBLMT,-120.598267,47.1731,POINT (-120.598267 47.1731),1069.0,WA,Mv,MIv;0,WAMIv;0,Miocene volcanic rocks,Phanerozoic - Cenozoic - Tertiary-Neogene - Early-Pliocene,Phanerozoic - Cenozoic - Tertiary-Paleogene - Late-Oligocene - Chattian,Basalt,,,,,,,,"Sandstone, Siltstone, Andesite, Dacite, Rhyolite, Conglomerate",,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Igneous, volcanic",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,2.0,53
UW.TDH,-121.791443,45.289997,POINT (-121.791443 45.289997),7415.0,OR,QTa,QTa;0,ORQTa;0,Andesite,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Phanerozoic - Cenozoic - Tertiary-Neogene - Pliocene,Basaltic-andesite,Andesite,,,,,,,,,OR392,"Miller, R.J., Raines, G.L., and Connors, K.A., 2002, Spatial digital database for the geologic map of Oregon: Geology compiled by G.W. Walker and N.S. MacLeod, USGS Open-File Report 03-67, scale 1:500,000.","Igneous, volcanic",https://pubs.usgs.gov/of/2003/of03-067/,https://ngmdb.usgs.gov/Prodesc/proddesc_16259.htm,,,2.0,41
UW.TNSKT,-119.442207,48.722301,POINT (-119.442207 48.722301),3400.0,WA,Qg,Qg;0,WAQg;0,"Glacial drift, undivided",Phanerozoic - Cenozoic - Quaternary - Pleistocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Sand,Gravel,,,,,,,Unconsolidated,,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Unconsolidated, undifferentiated",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,29.0,53
UW.TOLE,-122.845398,46.452694,POINT (-122.845398 46.452694),4076.0,WA,Qt,Qt;0,WAQt;0,Terrace deposits,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Gravel,Sand,,Clay,Silt,,,,,,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Unconsolidated, undifferentiated",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,29.0,53
UW.TOLT,-121.689499,47.694698,POINT (-121.689499 47.694698),454.0,WA,Ev,EOv;0,WAEOv;0,Eocene volcanic rocks,Phanerozoic - Cenozoic - Tertiary-Paleogene - Late-Eocene,Phanerozoic - Cenozoic - Tertiary-Paleogene - Middle-Eocene,Andesite,,,Dacite,,,,,"Basalt, Conglomerate, Sandstone, Siltstone, Argillite",,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Igneous, volcanic",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,2.0,53
UW.TOUCH,-118.631187,46.022839,POINT (-118.631187 46.022839),2667.0,WA,Qa,Qa;0,WAQa;0,Alluvium,Phanerozoic - Cenozoic - Quaternary - Holocene,Phanerozoic - Cenozoic - Quaternary - Holocene,Silt,Sand,,Gravel,,,,,"Peat, Clay",,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Unconsolidated, undifferentiated",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,29.0,53
UW.TREE,-120.893402,42.7258,POINT (-120.893402 42.7258),11127.0,OR,Tb,Tb;0,ORTb;0,Basalt,Phanerozoic - Cenozoic - Tertiary-Neogene - Middle-Miocene,Phanerozoic - Cenozoic - Tertiary-Neogene - Early-Miocene,Basalt,,,Andesite,Mixed-clastic,Rhyolite,,,,,OR392,"Miller, R.J., Raines, G.L., and Connors, K.A., 2002, Spatial digital database for the geologic map of Oregon: Geology compiled by G.W. Walker and N.S. MacLeod, USGS Open-File Report 03-67, scale 1:500,000.","Igneous, volcanic",https://pubs.usgs.gov/of/2003/of03-067/,https://ngmdb.usgs.gov/Prodesc/proddesc_16259.htm,,,2.0,41
UW.TUCA,-118.1455,46.513901,POINT (-118.1455 46.513901),1236.0,WA,Mv,MIv;0,WAMIv;0,Miocene volcanic rocks,Phanerozoic - Cenozoic - Tertiary-Neogene - Early-Pliocene,Phanerozoic - Cenozoic - Tertiary-Paleogene - Late-Oligocene - Chattian,Basalt,,,,,,,,"Sandstone, Siltstone, Andesite, Dacite, Rhyolite, Conglomerate",,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Igneous, volcanic",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,2.0,53
UW.TWISP,-120.119759,48.461071,POINT (-120.119759 48.461071),622.0,WA,JK,JK;0,WAJK;0,Upper Jurassic-Lower Cretaceous sedimentary and volcanic rocks,Phanerozoic - Mesozoic - Cretaceous - Late-Cretaceous,Phanerozoic - Mesozoic - Jurassic,Graywacke,Argillite,Siltstone,Slate,Andesite,Phyllite,Schist,Greenstone,,,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Metamorphic and Sedimentary, undifferentiated",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,20.0,53
UW.UGAP1,-120.469429,46.531261,POINT (-120.469429 46.531261),2656.0,WA,Qa,Qa;0,WAQa;0,Alluvium,Phanerozoic - Cenozoic - Quaternary - Holocene,Phanerozoic - Cenozoic - Quaternary - Holocene,Silt,Sand,,Gravel,,,,,"Peat, Clay",,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Unconsolidated, undifferentiated",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,29.0,53
UW.UGP4,-120.446373,46.530231,POINT (-120.446373 46.530231),805.0,WA,MPLc,MIPOc;0,WAMIPOc;0,Miocene-Pliocene nonmarine rocks,Phanerozoic - Cenozoic - Tertiary-Neogene - Pliocene,Phanerozoic - Cenozoic - Tertiary-Neogene - Middle-Miocene,Conglomerate,Volcanic,,Gravel,Sand,Unconsolidated,,,Basalt,,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Igneous and Sedimentary, undifferentiated",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,5.0,53
UW.UMAT,-118.959503,45.290401,POINT (-118.959503 45.290401),5013.0,OR,KJi,KJi;0,ORKJi;0,Intrusive rocks,Phanerozoic - Mesozoic - Cretaceous - Late-Cretaceous - Maastrichtian,Phanerozoic - Mesozoic - Triassic - Late-Triassic - Rhaetian,Quartz-diorite,Granitic,Granodiorite,Gabbro,,,,,,,OR392,"Miller, R.J., Raines, G.L., and Connors, K.A., 2002, Spatial digital database for the geologic map of Oregon: Geology compiled by G.W. Walker and N.S. MacLeod, USGS Open-File Report 03-67, scale 1:500,000.","Igneous, intrusive",https://pubs.usgs.gov/of/2003/of03-067/,https://ngmdb.usgs.gov/Prodesc/proddesc_16259.htm,,,1.0,41
UW.WA2,-119.566811,46.755192,POINT (-119.566811 46.755192),3621.0,WA,Qg1o,Qg1o;0,WAQg1o;0,Younger glacial drift,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Fine-detrital,Coarse-detrital,,,,,,,,,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Unconsolidated, undifferentiated",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,29.0,53
UW.WAT2,-120.114433,47.620239,POINT (-120.114433 47.620239),1024.0,WA,Mv,MIv;0,WAMIv;0,Miocene volcanic rocks,Phanerozoic - Cenozoic - Tertiary-Neogene - Early-Pliocene,Phanerozoic - Cenozoic - Tertiary-Paleogene - Late-Oligocene - Chattian,Basalt,,,,,,,,"Sandstone, Siltstone, Andesite, Dacite, Rhyolite, Conglomerate",,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Igneous, volcanic",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,2.0,53
UW.WATCH,-121.987122,46.570702,POINT (-121.987122 46.570702),1760.0,WA,OLMv,OGMIv;0,WAOGMIv;0,Oligocene-Miocene volcanic rocks,Phanerozoic - Cenozoic - Tertiary-Neogene - Middle-Miocene,Phanerozoic - Cenozoic - Tertiary-Paleogene - Oligocene,Andesite,,,Basalt,,,,,"Dacite, Rhyolite, Sandstone, Conglomerate",,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Igneous, volcanic",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,2.0,53
UW.WHGC,-123.729866,46.655991,POINT (-123.729866 46.655991),4101.0,WA,Qt,Qt;0,WAQt;0,Terrace deposits,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Gravel,Sand,,Clay,Silt,,,,,,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Unconsolidated, undifferentiated",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,29.0,53
UW.WISH,-123.771179,47.116982,POINT (-123.771179 47.116982),4090.0,WA,Qt,Qt;0,WAQt;0,Terrace deposits,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Gravel,Sand,,Clay,Silt,,,,,,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Unconsolidated, undifferentiated",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,29.0,53
UW.WOLL,-118.920998,47.057301,POINT (-118.920998 47.057301),3141.0,WA,Qce,Qce;0,WAQce;0,Quaternary nonmarine deposits,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Silt,,,,,,,,"Gravel, Boulders, Sand",,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Unconsolidated, undifferentiated",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,29.0,53
UW.WPEQ,-121.404488,46.613277,POINT (-121.404488 46.613277),2227.0,WA,PLQv,POQv;0,WAPOQv;0,Pliocene-Pleistocene volcanic rocks,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Phanerozoic - Cenozoic - Tertiary-Neogene - Pliocene,Andesite,,,Basalt,,,,,,,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Igneous, volcanic",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,2.0,53
UW.WRW,-120.883003,47.856651,POINT (-120.883003 47.856651),2028.0,WA,pJgn,pJgn;0,WApJgn;0,Pre-Upper Jurassic gneiss,Phanerozoic - Cenozoic - Tertiary-Paleogene - Eocene,preCambrian,Gneiss,,,,,,,,"Marble, Amphibolite, Quartzite, Migmatite, Phyllite, Schist, Granitic",,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Metamorphic, gneiss",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,9.0,53
UW.WYNO,-123.612961,47.433922,POINT (-123.612961 47.433922),539.0,WA,Ev2,EOv2;0,WAEOv2;0,Middle and lower Eocene volcanic rocks,Phanerozoic - Cenozoic - Tertiary-Paleogene - Middle-Eocene - Bartonian,Phanerozoic - Cenozoic - Tertiary-Paleogene - Early-Paleocene - Danian,Basalt,,,,,,,,"Siltstone, Sandstone",,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Igneous, volcanic",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,2.0,53
UW.YACT,-122.419296,45.932499,POINT (-122.419296 45.932499),500.0,WA,Ev1b,EOv1b;0,WAEOv1b;0,Upper Eocene volcanic rocks,Phanerozoic - Cenozoic - Tertiary-Paleogene - Oligocene,Phanerozoic - Cenozoic - Tertiary-Paleogene - Late-Eocene,Basalt,Basaltic-andesite,,,,,,,"Dacite, Rhyolite, Conglomerate, Sandstone, Siltstone, Shale, Clastic, Andesite",,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Igneous, volcanic",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,2.0,53
UW.YPT,-118.963173,46.048351,POINT (-118.963173 46.048351),4583.0,WA,water,water;0,WAwater;0,water,,,,,,,,,,,,,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi",Water,https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,30.0,53
XA.ALP0,-123.407402,44.3377,POINT (-123.407402 44.3377),15084.0,OR,Tt,Tt;0,ORTt;0,Tyee Formation,Phanerozoic - Cenozoic - Tertiary-Paleogene - Middle-Eocene,Phanerozoic - Cenozoic - Tertiary-Paleogene - Middle-Eocene,Sandstone,,,Siltstone,,,,,Dacite,,OR392,"Miller, R.J., Raines, G.L., and Connors, K.A., 2002, Spatial digital database for the geologic map of Oregon: Geology compiled by G.W. Walker and N.S. MacLeod, USGS Open-File Report 03-67, scale 1:500,000.","Sedimentary, clastic",https://pubs.usgs.gov/of/2003/of03-067/,https://ngmdb.usgs.gov/Prodesc/proddesc_16259.htm,,,23.0,41
XA.ALS0,-123.5952,44.4104,POINT (-123.5952 44.4104),15087.0,OR,Tt,Tt;0,ORTt;0,Tyee Formation,Phanerozoic - Cenozoic - Tertiary-Paleogene - Middle-Eocene,Phanerozoic - Cenozoic - Tertiary-Paleogene - Middle-Eocene,Sandstone,,,Siltstone,,,,,Dacite,,OR392,"Miller, R.J., Raines, G.L., and Connors, K.A., 2002, Spatial digital database for the geologic map of Oregon: Geology compiled by G.W. Walker and N.S. MacLeod, USGS Open-File Report 03-67, scale 1:500,000.","Sedimentary, clastic",https://pubs.usgs.gov/of/2003/of03-067/,https://ngmdb.usgs.gov/Prodesc/proddesc_16259.htm,,,23.0,41
XA.BWO0,-123.566498,44.612,POINT (-123.566498 44.612),15084.0,OR,Tt,Tt;0,ORTt;0,Tyee Formation,Phanerozoic - Cenozoic - Tertiary-Paleogene - Middle-Eocene,Phanerozoic - Cenozoic - Tertiary-Paleogene - Middle-Eocene,Sandstone,,,Siltstone,,,,,Dacite,,OR392,"Miller, R.J., Raines, G.L., and Connors, K.A., 2002, Spatial digital database for the geologic map of Oregon: Geology compiled by G.W. Walker and N.S. MacLeod, USGS Open-File Report 03-67, scale 1:500,000.","Sedimentary, clastic",https://pubs.usgs.gov/of/2003/of03-067/,https://ngmdb.usgs.gov/Prodesc/proddesc_16259.htm,,,23.0,41
XA.MAP0,-123.829803,44.003502,POINT (-123.829803 44.003502),15084.0,OR,Tt,Tt;0,ORTt;0,Tyee Formation,Phanerozoic - Cenozoic - Tertiary-Paleogene - Middle-Eocene,Phanerozoic - Cenozoic - Tertiary-Paleogene - Middle-Eocene,Sandstone,,,Siltstone,,,,,Dacite,,OR392,"Miller, R.J., Raines, G.L., and Connors, K.A., 2002, Spatial digital database for the geologic map of Oregon: Geology compiled by G.W. Walker and N.S. MacLeod, USGS Open-File Report 03-67, scale 1:500,000.","Sedimentary, clastic",https://pubs.usgs.gov/of/2003/of03-067/,https://ngmdb.usgs.gov/Prodesc/proddesc_16259.htm,,,23.0,41
XA.TOL0,-123.999702,44.676399,POINT (-123.999702 44.676399),16115.0,OR,Tyq,Tyq;0,ORTyq;0,Yaquina Formation,Phanerozoic - Cenozoic - Tertiary-Neogene - Early-Miocene,Phanerozoic - Cenozoic - Tertiary-Paleogene - Late-Oligocene - Chattian,Sandstone,Conglomerate,Siltstone,,,,,,"Coal, Volcanic",,OR392,"Miller, R.J., Raines, G.L., and Connors, K.A., 2002, Spatial digital database for the geologic map of Oregon: Geology compiled by G.W. Walker and N.S. MacLeod, USGS Open-File Report 03-67, scale 1:500,000.","Sedimentary, clastic",https://pubs.usgs.gov/of/2003/of03-067/,https://ngmdb.usgs.gov/Prodesc/proddesc_16259.htm,,,23.0,41
XA.YAC0,-124.093201,44.298199,POINT (-124.093201 44.298199),13106.0,OR,Tpb,Tpb;0,ORTpb;0,Porphyritic basalt,Phanerozoic - Cenozoic - Tertiary-Paleogene - Late-Eocene,Phanerozoic - Cenozoic - Tertiary-Paleogene - Late-Eocene,Basalt,,,Basaltic-andesite,,,,,Dacite,,OR392,"Miller, R.J., Raines, G.L., and Connors, K.A., 2002, Spatial digital database for the geologic map of Oregon: Geology compiled by G.W. Walker and N.S. MacLeod, USGS Open-File Report 03-67, scale 1:500,000.","Igneous, volcanic",https://pubs.usgs.gov/of/2003/of03-067/,https://ngmdb.usgs.gov/Prodesc/proddesc_16259.htm,,,2.0,41
XC.ID001,-116.9814,43.289902,POINT (-116.9814 43.289902),,,,,,,,,,,,,,,,,,,,,,,,,,,
XC.ID002,-116.507401,43.194698,POINT (-116.507401 43.194698),,,,,,,,,,,,,,,,,,,,,,,,,,,
XC.ID004,-116.6269,42.917,POINT (-116.6269 42.917),,,,,,,,,,,,,,,,,,,,,,,,,,,
XC.ID005,-116.133003,42.8339,POINT (-116.133003 42.8339),,,,,,,,,,,,,,,,,,,,,,,,,,,
XC.ID007,-116.364799,42.663399,POINT (-116.364799 42.663399),,,,,,,,,,,,,,,,,,,,,,,,,,,
XC.ID008,-115.980499,42.5466,POINT (-115.980499 42.5466),,,,,,,,,,,,,,,,,,,,,,,,,,,
XC.ID009,-116.980301,42.6021,POINT (-116.980301 42.6021),,,,,,,,,,,,,,,,,,,,,,,,,,,
XC.ID010,-116.7826,42.5448,POINT (-116.7826 42.5448),,,,,,,,,,,,,,,,,,,,,,,,,,,
XC.ID014,-116.2882,42.339699,POINT (-116.2882 42.339699),,,,,,,,,,,,,,,,,,,,,,,,,,,
XC.ID015,-116.170097,42.3088,POINT (-116.170097 42.3088),,,,,,,,,,,,,,,,,,,,,,,,,,,
XC.ID016,-116.689796,42.293598,POINT (-116.689796 42.293598),,,,,,,,,,,,,,,,,,,,,,,,,,,
XC.ID017,-115.986397,42.281601,POINT (-115.986397 42.281601),,,,,,,,,,,,,,,,,,,,,,,,,,,
XC.NV001,-118.661102,41.966599,POINT (-118.661102 41.966599),,,,,,,,,,,,,,,,,,,,,,,,,,,
XC.NV004,-115.959,41.918201,POINT (-115.959 41.918201),,,,,,,,,,,,,,,,,,,,,,,,,,,
XC.NV007,-119.297699,41.8372,POINT (-119.297699 41.8372),,,,,,,,,,,,,,,,,,,,,,,,,,,
XC.NV008,-118.610497,41.826099,POINT (-118.610497 41.826099),,,,,,,,,,,,,,,,,,,,,,,,,,,
XC.NV009,-116.324303,41.827202,POINT (-116.324303 41.827202),,,,,,,,,,,,,,,,,,,,,,,,,,,
XC.NV011,-118.944,41.684299,POINT (-118.944 41.684299),,,,,,,,,,,,,,,,,,,,,,,,,,,
XC.NV012,-119.171097,41.615398,POINT (-119.171097 41.615398),,,,,,,,,,,,,,,,,,,,,,,,,,,
XC.NV013,-118.583099,41.618698,POINT (-118.583099 41.618698),,,,,,,,,,,,,,,,,,,,,,,,,,,
XC.NV014,-118.8274,41.5811,POINT (-118.8274 41.5811),,,,,,,,,,,,,,,,,,,,,,,,,,,
XC.OR002,-117.874199,45.0215,POINT (-117.874199 45.0215),15244.0,OR,TRPv,TRPv2;0,ORTRPv2;0,Volcanic rocks,Phanerozoic - Mesozoic - Triassic,Phanerozoic - Paleozoic - Permian,Metaandesite,Metabasalt,Spilite,Volcanic,Greenstone,Mafic-volcanic,,,,,OR392,"Miller, R.J., Raines, G.L., and Connors, K.A., 2002, Spatial digital database for the geologic map of Oregon: Geology compiled by G.W. Walker and N.S. MacLeod, USGS Open-File Report 03-67, scale 1:500,000.","Metamorphic, volcanic",https://pubs.usgs.gov/of/2003/of03-067/,https://ngmdb.usgs.gov/Prodesc/proddesc_16259.htm,,,18.0,41
XC.OR005,-118.144402,44.683201,POINT (-118.144402 44.683201),7313.0,OR,Qt,Qt;0,ORQt;0,"Terrace, pediment, and lag gravels",Phanerozoic - Cenozoic - Quaternary - Holocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Gravel,Boulders,Clay,Silt,Sand,,,,,,OR392,"Miller, R.J., Raines, G.L., and Connors, K.A., 2002, Spatial digital database for the geologic map of Oregon: Geology compiled by G.W. Walker and N.S. MacLeod, USGS Open-File Report 03-67, scale 1:500,000.","Unconsolidated, undifferentiated",https://pubs.usgs.gov/of/2003/of03-067/,https://ngmdb.usgs.gov/Prodesc/proddesc_16259.htm,,,29.0,41
XC.OR006,-119.027199,44.491798,POINT (-119.027199 44.491798),13636.0,OR,Tcp,Tcp;0,ORTcp;0,Picture Gorge Basalt,Phanerozoic - Cenozoic - Tertiary-Neogene - Middle-Miocene,Phanerozoic - Cenozoic - Tertiary-Neogene - Early-Miocene,Basalt,,,,,,,,,,OR392,"Miller, R.J., Raines, G.L., and Connors, K.A., 2002, Spatial digital database for the geologic map of Oregon: Geology compiled by G.W. Walker and N.S. MacLeod, USGS Open-File Report 03-67, scale 1:500,000.","Igneous, volcanic",https://pubs.usgs.gov/of/2003/of03-067/,https://ngmdb.usgs.gov/Prodesc/proddesc_16259.htm,,,2.0,41
